SF,MC,DM,PY
江西,信丰,XFE,xinfeng
江西,新干,XGA,xingan
江西,兴国,XGU,xingguo
江西,峡江,XJI,xiajiang
江西,新祺周,XQZ,xinqizhou
江西,向塘,XTA,xiangtang
江西,向塘西,XTX,xiangtangxi
江西,新余北,XYB,xinyubei
江西,新余,XYU,xinyu
江西,宜春,YCH,yichun
江西,宜春西,YCX,yichunxi
江西,于都,YDU,yudu
江西,余家,YJI,yujia
江西,余江,YJI,yujiang
江西,杨家岭,YJL,yangjialing
江西,姚家洲,YJZ,yaojiazhou
江西,永平,YPI,yongping
江西,营盘上,YPS,yingpanshang
江西,玉山,YSH,yushan
江西,硬石岭,YSL,yingshiling
江西,玉山南,YSN,yushannan
江西,鹰潭,YTA,yingtan
江西,鹰潭北,YTB,yingtanbei
江西,永修,YXI,yongxiu
江西,弋阳,YYA,yiyang
江西,左港,ZGA,zuogang
江西,张家山,ZJS,zhangjiashan
江西,樟树东,ZSD,zhangshudong
江西,樟树,ZSH,zhangshu
江西,张巷,ZXI,zhangxiang
江西,资溪,ZXI,zixi
山东,北牟,BMU,beimou
山东,博山,BSH,boshan
山东,博兴,BXI,boxing
山东,埠西头,BXT,buxitou
山东,滨州,BZH,binzhou
山东,沧口,CKO,cangkou
山东,昌乐,CLE,changle
山东,崔马庄所,CMS,cuimazhuangsuo
山东,草庙子,CMZ,caomiaozi
山东,曹县,CXI,caoxian
山东,城阳,CYA,chengyang
山东,磁窑,CYA,ciyao
山东,常庄,CZH,changzhuang
山东,大港,DGA,dagang
山东,党家庄,DJZ,dangjiazhuang
山东,大昆仑,DKL,dakunlun
山东,东明县,DMX,dongmingxian
山东,定陶,DTA,dingtao
山东,东营,DYI,dongying
山东,东营南,DYN,dongyingnan
山东,德州东,DZD,dezhoudong
山东,德州,DZH,dezhou
山东,费县,FXI,feixian
山东,范镇,FZH,fanzhen
山东,高密,GMI,gaomi
山东,黄口,HKO,huangkou
山东,桓台,HTA,huantai
山东,黑旺,HWA,heiwang
山东,海阳,HYA,haiyang
山东,海阳北,HYB,haiyangbei
山东,菏泽,HZE,heze
山东,菏泽南,HZN,hezenan
山东,鄄城,JCH,juancheng
山东,即墨北,JMB,jimobei
山东,济南,JNA,jinan
山东,莒南,JNA,junan
山东,济南东,JND,jinandong
山东,济宁,JNI,jining
山东,济南西,JNX,jinanxi
山东,济南中心,JNX,jinanzhongxin
山东,济铁旅,JTL,jitielv
山东,嘉祥,JXI,jiaxiang
山东,莒县,JXI,juxian
山东,巨野,JYE,juye
山东,胶州北,JZB,jiaozhoubei
山东,胶州,JZH,jiaozhou
山东,口头,KTO,koutou
山东,聊城北,LCB,liaochengbei
山东,聊城,LCH,liaocheng
山东,陵城,LCH,lingcheng
山东,蓝村,LCU,lancun
山东,梁堤头,LDT,liangditou
山东,蔺家楼,LJL,linjialou
山东,利津南,LJN,lijinnan
山东,临清,LQI,linqing
山东,梁山,LSH,liangshan
山东,莱芜东,LWD,laiwudong
山东,莱芜西,LWX,laiwuxi
山东,莱西北,LXB,laixibei
山东,莱西,LXI,laixi
山东,临西,LXI,linxi
山东,莱阳,LYA,laiyang
山东,临沂北,LYB,linyibei
山东,临沂,LYI,linyi
山东,临邑,LYI,linyi
山东,刘征,LZH,liuzheng
山东,临淄,LZI,linzi
山东,牟平,MPI,mouping
山东,南博山,NBS,nanboshan
山东,南仇,NCH,nanchou
山东,南定,NDI,nanding
山东,平度,PDU,pingdu
山东,铺集,PJI,puji
山东,坪上,PSH,pingshang
山东,平邑,PYI,pingyi
山东,平原,PYU,pingyuan
山东,青岛,QDA,qingdao
山东,青岛北,QDB,qingdaobei
山东,曲阜东,QFD,qufudong
山东,曲阜,QFU,qufu
山东,桥南,QNA,qiaonan
山东,青州市,QZS,qingzhoushi
山东,荣成,RCH,rongcheng
山东,乳山,RSH,rushan
山东,日照,RZH,rizhao
山东,四方,SFA,sifang
山东,上高镇,SGZ,shanggaozhen
山东,商河,SHE,shanghe
山东,司家岭,SJL,sijialing
山东,泗水,SSH,sishui
山东,算王庄,SWZ,suanwangzhuang
山东,泰安,TAN,taian
山东,桃村北,TCB,taocunbei
山东,桃村东,TCD,taocundong
山东,郯城,TCH,tancheng
山东,桃村,TCU,taocun
山东,泰山,TSH,taishan
山东,堂邑,TYI,tangyi
山东,滕州东,TZD,tengzhoudong
山东,滕州,TZH,tengzhou
山东,文登东,WDD,wendengdong
山东,文登,WDE,wendeng
山东,潍坊,WFA,weifang
山东,威海,WHA,weihai
山东,威海北,WHB,weihaibei
山东,五莲,WLI,wulian
山东,下初,XCH,xiachu
山东,西桐古,XTG,xitonggu
山东,晏城北,YCB,yanchengbei
山东,禹城,YCH,yucheng
山东,郓城,YCH,yuncheng
山东,晏城,YCH,yancheng
山东,阳谷,YGU,yanggu
山东,燕家庄,YJZ,yanjiazhuang
山东,沂南,YNA,yinan
山东,源迁,YQI,yuanqian
山东,沂水,YSH,yishui
山东,烟台,YTA,yantai
山东,烟台南,YTN,yantainan
山东,阳信,YXI,yangxin
山东,兖州,YZH,yanzhou
山东,淄博,ZBO,zibo
山东,诸城,ZCH,zhucheng
山东,淄川,ZCH,zichuan
山东,邹城,ZCH,zoucheng
山东,芝罘,ZFU,zhifu
山东,芝兰庄,ZLZ,zhilanzhuang
山东,章丘,ZQI,zhangqiu
山东,诸往,ZWA,zhuwang
山东,枣庄,ZZH,zaozhuang
山东,枣庄西,ZZX,zaozhuangxi
河南,安阳,AYA,anyang
河南,安阳东,AYD,anyangdong
河南,白合,BHE,baihe
河南,北召店,BZD,beizhaodian
河南,草店,CDI,caodian
河南,长葛,CGE,zhangge
河南,长垣,CYU,zhangyuan
河南,待王,DWA,daiwang
河南,邓州,DZH,dengzhou
河南,董庄,DZH,dongzhuang
河南,二郎庙,ELM,erlangmiao
河南,封丘,FQI,fengqiu
河南,构林,GLI,goulin
河南,关林,GLI,guanlin
河南,耿坡,GPO,gengpo
河南,固始,GSH,gushi
河南,巩义,GYI,gongyi
河南,巩义南,GYN,gongyinan
河南,鹤壁东,HBD,hebidong
河南,鹤壁,HBI,hebi
河南,淮滨,HBI,huaibin
河南,潢川,HCH,huangchuan
河南,黄河景区,HHQ,huanghejingqu
河南,获嘉,HJI,huojia
河南,韩堂,HTA,hantang
河南,滑县南,HXN,huaxiannan
河南,后寨,HZH,houzhai
河南,贾鲁河,JLH,jialuhe
河南,济源,JYU,jiyuan
河南,焦作东,JZD,jiaozuodong
河南,焦作,JZU,jiaozuo
河南,开封,KFE,kaifeng
河南,灵宝,LBA,lingbao
河南,灵宝西,LBX,lingbaoxi
河南,绿博园,LBY,luboyuan
河南,莲东,LDO,liandong
河南,漯河,LHE,luohe
河南,漯河西,LHX,luohexi
河南,兰考,LKA,lankao
河南,临汝镇,LRZ,linruzhen
河南,鲁山,LSH,lushan
河南,罗山,LSH,luoshan
河南,洛阳,LYA,luoyang
河南,洛阳东,LYD,luoyangdong
河南,临颍,LYI,linying
河南,洛阳龙门,LYM,luoyanglongmen
河南,留庄,LZH,liuzhuang
河南,渑池,MCH,mianchi
河南,渑池南,MCN,mianchinan
河南,明港,MGA,minggang
河南,明港东,MGD,minggangdong
河南,孟津,MJI,mengjin
河南,孟庙,MMI,mengmiao
河南,民权,MQU,minquan
河南,庙下,MXI,miaoxia
河南,宁陵县,NLX,ninglingxian
河南,内乡,NXI,neixiang
河南,南阳,NYA,nanyang
河南,南阳东,NYD,nanyangdong
河南,南阳西,NYX,nanyangxi
河南,南阳寨,NYZ,nanyangzhai
河南,南召,NZH,nanzhao
河南,捏掌,NZH,niezhang
河南,平顶山,PDS,pingdingshan
河南,平顶山西,PDX,pingdingshanxi
河南,盘古寺,PGS,pangusi
河南,蒲山店,PSD,pushandian
河南,圃田西,PTX,putianxi
河南,沁河北,QHB,qinhebei
河南,确山,QSH,queshan
河南,沁阳,QYA,qinyang
河南,穰东,RDO,rangdong
河南,瀼河,RHE,ranghe
河南,汝阳,RYA,ruyang
河南,汝州,RZH,ruzhou
河南,商城,SCH,shangcheng
河南,宋城路,SCL,songchenglu
河南,上街,SJI,shangjie
河南,商酒务,SJW,shangjiuwu
河南,三门峡南,SMN,sanmenxianan
河南,三门峡,SMX,sanmenxia
河南,三门峡西,SMX,sanmenxiaxi
河南,遂平,SPI,suiping
河南,商丘,SQI,shangqiu
河南,沈丘,SQI,shenqiu
河南,商丘南,SQN,shangqiunan
河南,狮子营,SZY,shiziying
河南,桐柏,TBA,tongbai
河南,唐河,THE,tanghe
河南,塔前,TQI,taqian
河南,台前,TQI,taiqian
河南,太要,TYA,taiyao
河南,汤阴,TYI,tangyin
河南,卫辉,WHU,weihui
河南,王楼,WLO,wanglou
河南,文庄村,WZC,wenzhuangcun
河南,王庄,WZH,wangzhuang
河南,武陟,WZH,wuzhi
河南,新安县,XAX,xinanxian
河南,许昌东,XCD,xuchangdong
河南,项城,XCH,xiangcheng
河南,许昌,XCH,xuchang
河南,夏集,XJI,xiaji
河南,西平,XPI,xiping
河南,小屯街,XTJ,xiaotunjie
河南,修武,XWU,xiuwu
河南,修武西,XWX,xiuwuxi
河南,新乡东,XXD,xinxiangdong
河南,西峡,XXI,xixia
河南,息县,XXI,xixian
河南,新县,XXI,xinxian
河南,新乡,XXI,xinxiang
河南,信阳,XYA,xinyang
河南,信阳东,XYD,xinyangdong
河南,夏邑县,XYX,xiayixian
河南,新郑,XZH,xinzheng
河南,伊川,YCH,yichuan
河南,虞城县,YCX,yuchengxian
河南,延津,YJI,yanjin
河南,运粮河,YLH,yunlianghe
河南,义马,YMA,yima
河南,月山,YSH,yueshan
河南,偃师,YSH,yanshi
河南,轵城,ZCH,zhicheng
河南,周口,ZKO,zhoukou
河南,驻马店,ZMD,zhumadian
河南,中牟,ZMU,zhongmou
河南,驻马店西,ZMX,zhumadianxi
河南,镇平,ZPI,zhenping
河南,中原,ZYU,zhongyuan
河南,郑州东,ZZD,zhengzhoudong
河南,郑州,ZZH,zhengzhou
河南,郑州西,ZZX,zhengzhouxi
湖北,安陆,ALU,anlu
湖北,巴东,BDO,badong
湖北,赤壁北,CBB,chibibei
湖北,赤壁,CBI,chibi
湖北,长江埠,CJB,zhangjiangbu
湖北,陈家湖,CJH,chenjiahu
湖北,蔡山,CSH,caishan
湖北,长阳,CYA,zhangyang
湖北,丹水池,DSC,danshuichi
湖北,当阳,DYA,dangyang
湖北,大冶北,DYB,dayebei
湖北,恩施,ESH,enshi
湖北,鄂州东,EZD,ezhoudong
湖北,鄂州,EZH,ezhou
湖北,谷城,GCH,gucheng
湖北,葛店南,GDN,gediannan
湖北,隔蒲,GPU,gepu
湖北,广水,GSH,guangshui
湖北,郜营,GYI,gaoying
湖北,红安,HAN,hongan
湖北,红安西,HAX,honganxi
湖北,汉川,HCH,hanchuan
湖北,横车,HCH,hengche
湖北,横店东,HDD,hengdiandong
湖北,黄冈,HGA,huanggang
湖北,横沟桥东,HGD,henggouqiaodong
湖北,黄冈东,HGD,huanggangdong
湖北,花果,HGU,huaguo
湖北,黄冈西,HGX,huanggangxi
湖北,花湖,HHU,huahu
湖北,胡家营,HJY,hujiaying
湖北,汉口,HKO,hankou
湖北,何刘,HLI,heliu
湖北,黄梅,HME,huangmei
湖北,华容东,HRD,huarongdong
湖北,华容南,HRN,huarongnan
湖北,华容,HRO,huarong
湖北,黄石北,HSB,huangshibei
湖北,贺胜桥东,HSD,heshengqiaodong
湖北,黄石东,HSD,huangshidong
湖北,黄石,HSH,huangshi
湖北,花山南,HSN,huashannan
湖北,花山所,HSS,huashansuo
湖北,汉西,HXI,hanxi
湖北,花园,HYU,huayuan
湖北,黄州,HZH,huangzhou
湖北,荆门,JME,jingmen
湖北,建始,JSH,jianshi
湖北,京山,JSH,jingshan
湖北,界首,JSH,jieshou
湖北,荆州,JZH,jingzhou
湖北,孔垄,KLO,konglong
湖北,利川,LCH,lichuan
湖北,流芳,LFA,liufang
湖北,老河口东,LHD,laohekoudong
湖北,浪河,LHE,langhe
湖北,厉山,LSH,lishan
湖北,凉雾,LWU,liangwu
湖北,麻城北,MCB,machengbei
湖北,麻城,MCH,macheng
湖北,马棚,MPE,mapeng
湖北,庙山,MSH,miaoshan
湖北,南湖东,NHD,nanhudong
湖北,普安,PAN,puan
湖北,蒲圻,PQI,puqi
湖北,蕲春,QCH,qichun
湖北,潜江,QJI,qianjiang
湖北,滠口,SKO,shekou
湖北,山坡东,SPD,shanpodong
湖北,十堰,SYA,shiyan
湖北,随州,SZH,suizhou
湖北,松滋,SZI,songzi
湖北,土地堂东,TDD,tuditangdong
湖北,团风,TFE,tuanfeng
湖北,太和县,THX,taihexian
湖北,天门,TME,tianmen
湖北,天门南,TMN,tianmennan
湖北,铁山,TSH,tieshan
湖北,汤逊湖,TXH,tangxunhu
湖北,武昌东,WCD,wuchangdong
湖北,武昌,WCH,wuchang
湖北,武昌南,WCN,wuchangnan
湖北,武当山,WDS,wudangshan
湖北,武汉,WHA,wuhan
湖北,武汉北,WHB,wuhanbei
湖北,乌龙泉南,WLN,wulongquannan
湖北,武穴,WXU,wuxue
湖北,新墩,XDU,xindun
湖北,孝感,XGA,xiaogan
湖北,孝感北,XGB,xiaoganbei
湖北,西河村,XHC,xihecun
湖北,小花果,XHG,xiaohuaguo
湖北,小林,XLI,xiaolin
湖北,肖马杨所,XMS,xiaomayangsuo
湖北,咸宁北,XNB,xianningbei
湖北,咸宁东,XND,xianningdong
湖北,咸宁,XNI,xianning
湖北,咸宁南,XNN,xianningnan
湖北,浠水,XSH,xishui
湖北,仙桃西,XTX,xiantaoxi
湖北,下辛店,XXD,xiaxindian
湖北,襄阳,XYA,xiangyang
湖北,襄阳北,XYB,xiangyangbei
湖北,襄阳东,XYD,xiangyangdong
湖北,西斋,XZH,xizhai
湖北,宜昌东,YCD,yichangdong
湖北,宜昌,YCH,yichang
湖北,宜城,YCH,yicheng
湖北,应城,YCH,yingcheng
湖北,余家湾,YJW,yujiawan
湖北,云梦,YME,yunmeng
湖北,鸦雀岭,YQL,yaqueling
湖北,阳新,YXI,yangxin
湖北,枝城,ZCH,zhicheng
湖北,纸坊东,ZFD,zhifangdong
湖北,枝江北,ZJB,zhijiangbei
湖北,左岭,ZLI,zuoling
湖北,周铁岗,ZTG,zhoutiegang
湖北,钟祥,ZXI,zhongxiang
湖北,枣阳,ZYA,zaoyang
湖南,安化,AHU,anhua
湖南,安仁,ARE,anren
湖南,常德,CDE,changde
湖南,茶陵,CLI,chaling
湖南,慈利,CLI,cili
湖南,茶陵南,CLN,chalingnan
湖南,茶陵西,CLX,chalingxi
湖南,长沙,CSH,zhangsha
湖南,长沙南,CSN,zhangshanan
湖南,辰溪,CXI,chenxi
湖南,郴州,CZH,chenzhou
湖南,郴州西,CZX,chenzhouxi
湖南,东安东,DAD,dongandong
湖南,东安,DAN,dongan
湖南,大禾塘,DHT,dahetang
湖南,道州,DZH,daozhou
湖南,低庄,DZH,dizhuang
湖南,海安南,HAN,haiannan
湖南,怀化南,HHN,huaihuanan
湖南,怀化,HHU,huaihua
湖南,衡南,HNA,hengnan
湖南,汉寿,HSH,hanshou
湖南,衡山,HSH,hengshan
湖南,衡山西,HSX,hengshanxi
湖南,会同,HTO,huitong
湖南,衡阳,HYA,hengyang
湖南,衡阳东,HYD,hengyangdong
湖南,江华,JHU,jianghua
湖南,吉首,JSH,jishou
湖南,江永,JYO,jiangyong
湖南,靖州,JZH,jingzhou
湖南,捞刀河,LDH,laodaohe
湖南,娄底,LDI,loudi
湖南,娄底南,LDN,loudinan
湖南,理家坪,LJP,lijiaping
湖南,路口铺,LKP,lukoupu
湖南,醴陵东,LLD,lilingdong
湖南,临澧,LLI,linli
湖南,零陵,LLI,lingling
湖南,醴陵,LLI,liling
湖南,冷水江东,LSD,lengshuijiangdong
湖南,临湘,LXI,linxiang
湖南,澧县,LXI,lixian
湖南,泸阳,LYA,luyang
湖南,耒阳,LYA,leiyang
湖南,涟源,LYU,lianyuan
湖南,耒阳西,LYX,leiyangxi
湖南,猛洞河,MDH,mengdonghe
湖南,汨罗东,MLD,miluodong
湖南,汨罗,MLU,miluo
湖南,马田墟,MTX,matianxu
湖南,麻阳,MYA,mayang
湖南,宁乡,NXI,ningxiang
湖南,祁东北,QDB,qidongbei
湖南,祁东,QDO,qidong
湖南,祁阳,QYA,qiyang
湖南,祁阳北,QYB,qiyangbei
湖南,石门县北,SMB,shimenxianbei
湖南,石门县,SMX,shimenxian
湖南,双牌,SPA,shuangpai
湖南,韶山,SSH,shaoshan
湖南,韶山南,SSN,shaoshannan
湖南,邵阳,SYA,shaoyang
湖南,邵阳北,SYB,shaoyangbei
湖南,塘豹,TBA,tangbao
湖南,通道,TDA,tongdao
湖南,新化南,XHN,xinhuanan
湖南,新化,XHU,xinhua
湖南,新晃,XHU,xinhuang
湖南,新晃西,XHX,xinhuangxi
湖南,溆浦南,XPN,xupunan
湖南,溆浦,XPU,xupu
湖南,新桥铺,XQP,xinqiaopu
湖南,向韶,XSH,xiangshao
湖南,湘潭,XTA,xiangtan
湖南,湘潭北,XTB,xiangtanbei
湖南,湘乡,XXI,xiangxiang
湖南,炎陵,YLI,yanling
湖南,攸县,YXI,youxian
湖南,攸县南,YXN,youxiannan
湖南,益阳,YYA,yiyang
湖南,岳阳,YYA,yueyang
湖南,益阳东,YYD,yiyangdong
湖南,岳阳东,YYD,yueyangdong
湖南,永州,YZH,yongzhou
湖南,张家界北,ZJB,zhangjiajiebei
湖南,芷江,ZJI,zhijiang
湖南,张家界,ZJJ,zhangjiajie
湖南,紫溪,ZXI,zixi
湖南,株洲,ZZH,zhuzhou
湖南,株洲西,ZZX,zhuzhouxi
广东,北滘,BJI,beijiao
广东,碧江,BJI,bijiang
广东,坂田,BTI,bantian
广东,车岗,CGA,chegang
广东,翠亨,CHE,cuiheng
广东,常平,CPI,changping
广东,潮汕,CSH,chaoshan
广东,春湾,CWA,chunwan
广东,潮阳,CYA,chaoyang
广东,潮州,CZH,chaozhou
广东,电白,DBA,dianbai
广东,东莞东,DGD,dongguandong
广东,东莞,DGU,dongguan
广东,大埔,DPU,dapu
广东,东升,DSH,dongsheng
广东,丹霞山,DXS,danxiashan
广东,丰顺,FSH,fengshun
广东,佛山,FSH,foshan
广东,光明城,GMC,guangmingcheng
广东,广宁,GNI,guangning
广东,广州北,GZB,guangzhoubei
广东,广州东,GZD,guangzhoudong
广东,高州,GZH,gaozhou
广东,古镇,GZH,guzhen
广东,广州,GZH,guangzhou
广东,广州南,GZN,guangzhounan
广东,广州西,GZX,guangzhouxi
广东,华城,HCH,huacheng
广东,惠东,HDO,huidong
广东,怀集,HJI,huaiji
广东,虎门,HME,humen
广东,鲘门,HME,houmen
广东,和平,HPI,heping
广东,琥市,HSH,hushi
广东,河源,HYU,heyuan
广东,化州,HZH,huazhou
广东,惠州,HZH,huizhou
广东,惠州南,HZN,huizhounan
广东,惠州西,HZX,huizhouxi
广东,江海,JHA,jianghai
广东,锦和,JHE,jinhe
广东,九龙,JLO,jiulong
广东,江门,JME,jiangmen
广东,揭阳,JYA,jieyang
广东,葵潭,KTA,kuitan
广东,乐昌,LCH,lechang
广东,龙川,LCH,longchuan
广东,陆丰,LFE,lufeng
广东,芦洪市,LHS,luhongshi
广东,廉江,LJI,lianjiang
广东,连江口,LJK,lianjiangkou
广东,礼乐,LYU,lile
广东,雷州,LZH,leizhou
广东,茂名东,MMD,maomingdong
广东,茂名,MMI,maoming
广东,梅州,MZH,meizhou
广东,明珠,MZH,mingzhu
广东,南江口,NJK,nanjiangkou
广东,南朗,NLA,nanlang
广东,南头,NTO,nantou
广东,南雄,NXI,nanxiong
广东,平湖南,PHN,pinghunan
广东,平湖,PHU,pinghu
广东,普宁,PNI,puning
广东,坪石,PSH,pingshi
广东,前山,QSH,qianshan
广东,庆盛,QSH,qingsheng
广东,清远,QYU,qingyuan
广东,容桂,RGU,ronggui
广东,饶平,RPI,raoping
广东,顺德,SDE,shunde
广东,顺德学院,SDY,shundexueyuan
广东,韶关东,SGD,shaoguandong
广东,韶关,SGU,shaoguan
广东,畲江,SJI,shejiang
广东,沙琅,SLA,shalang
广东,石龙,SLO,shilong
广东,三水,SSH,sanshui
广东,三水南,SSN,sanshuinan
广东,汕头,STO,shantou
广东,汕尾,SWE,shanwei
广东,始兴,SXI,shixing
广东,遂溪,SXI,suixi
广东,深圳北,SZB,shenzhenbei
广东,深圳东,SZD,shenzhendong
广东,深圳,SZH,shenzhen
广东,深圳坪山,SZS,shenzhenpingshan
广东,深圳西,SZX,shenzhenxi
广东,唐家湾,TJW,tangjiawan
广东,塘口,TKO,tangkou
广东,天堂,TTA,tiantang
广东,桃映,TYI,taoying
广东,吴川,WCH,wuchuan
广东,新会,XHU,xinhui
广东,小榄,XLA,xiaolan
广东,西丽,XLI,xili
广东,兴宁,XNI,xingning
广东,徐闻,XWE,xuwen
广东,新兴县,XXX,xinxingxian
广东,信宜,XYI,xinyi
广东,阳春,YCH,yangchun
广东,英德,YDE,yingde
广东,英德西,YDX,yingdexi
广东,云浮东,YFD,yunfudong
广东,郁南,YNA,yunan
广东,源潭,YTA,yuantan
广东,珠海,ZHA,zhuhai
广东,珠海北,ZHB,zhuhaibei
广东,湛江,ZJI,zhanjiang
广东,湛江西,ZJX,zhanjiangxi
广东,樟木头,ZMT,zhangmutou
广东,肇庆东,ZQD,zhaoqingdong
广东,肇庆,ZQI,zhaoqing
广东,中山北,ZSB,zhongshanbei
广东,中山,ZSH,zhongshan
广西,八渡,BDU,badu
广西,北海,BHA,beihai
广西,百浪,BLA,bailang
广西,百里村,BLC,bailicun
广西,北流,BLI,beiliu
广西,板其,BQI,banqi
广西,百色,BSE,baise
广西,板桃,BTA,bantao
广西,宾阳,BYA,binyang
广西,程村,CCU,chengcun
广西,长岗岭,CGL,zhanggangling
广西,岑溪,CXI,cenxi
广西,崇左,CZU,chongzuo
广西,大岭,DLI,daling
广西,大拟,DNI,dani
广西,大溶江,DRJ,darongjiang
广西,德胜,DSH,desheng
广西,大王滩,DWT,dawangtan
广西,大元,DYU,dayuan
广西,防城港北,FCB,fangchenggangbei
广西,防城港,FCG,fangchenggang
广西,防城,FCH,fangcheng
广西,富川,FCH,fuchuan
广西,凤凰,FHU,fenghuang
广西,扶绥,FSU,fusui
广西,恭城,GCH,gongcheng
广西,贵港,GGA,guigang
广西,桂林北,GLB,guilinbei
广西,桂林,GLI,guilin
广西,根龙,GLO,genlong
广西,桂林西,GLX,guilinxi
广西,桂平,GPI,guiping
广西,古砦,GZH,guzhai
广西,河唇,HCH,hechun
广西,合浦,HPU,hepu
广西,黄沙河,HSH,huangshahe
广西,贺州,HZH,hezhou
广西,金城江,JCJ,jinchengjiang
广西,金鸡村,JJC,jinjicun
广西,井头墟,JTX,jingtouxu
广西,江西村,JXC,jiangxicun
广西,康熙岭,KXL,kangxiling
广西,隆安东,LAD,longandong
广西,隆安,LAN,longan
广西,老堡,LBA,laobao
广西,来宾北,LBB,laibinbei
广西,来宾,LBI,laibin
广西,龙伯屯,LBT,longbotun
广西,柳城,LCH,liucheng
广西,陆川,LCH,luchuan
广西,罗城,LCH,luocheng
广西,潞城乡,LCX,luchengxiang
广西,洛东,LDO,luodong
广西,蓝家村,LJC,lanjiacun
广西,伶俐,LLI,lingli
广西,洛满,LMA,luoman
广西,黎塘,LTA,litang
广西,濑湍,LTU,laituan
广西,鹿寨北,LZB,luzhaibei
广西,柳州,LZH,liuzhou
广西,鹿寨,LZH,luzhai
广西,柳州南,LZN,liuzhounan
广西,柳州直销,LZX,liuzhouzhixiao
广西,马皇,MHU,mahuang
广西,茅岭,MLI,maoling
广西,马路圩,MLX,maluxu
广西,庙头,MTO,miaotou
广西,宁村,NCU,ningcun
广西,南丹,NDA,nandan
广西,那何北,NHB,nahebei
广西,那罗,NLU,naluo
广西,宁明,NMI,ningming
广西,南宁东,NND,nanningdong
广西,南宁,NNI,nanning
广西,南宁西,NNX,nanningxi
广西,那铺,NPU,napu
广西,平果,PGU,pingguo
广西,平林村,PLC,pinglincun
广西,平南南,PNN,pingnannan
广西,凭祥,PXI,pingxiang
广西,渠旧,QJI,qujiu
广西,渠黎,QLI,quli
广西,钦州东,QZD,qinzhoudong
广西,钦州,QZH,qinzhou
广西,全州,QZH,quanzhou
广西,全州南,QZN,quanzhounan
广西,融安,RAN,rongan
广西,融水,RSH,rongshui
广西,容县,RXI,rongxian
广西,三江南,SJN,sanjiangnan
广西,三江县,SJX,sanjiangxian
广西,双蒙,SME,shuangmeng
广西,绍水,SSH,shaoshui
广西,泗亭,STI,siting
广西,田东北,TDB,tiandongbei
广西,田丁,TDI,tianding
广西,田东,TDO,tiandong
广西,塘库,TKU,tangku
广西,田林,TLI,tianlin
广西,亭亮,TLI,tingliang
广西,藤县,TXI,tengxian
广西,天西,TXI,tianxi
广西,田阳,TYA,tianyang
广西,太阳村,TYC,taiyangcun
广西,汪甸,WDI,wangdian
广西,文地,WDI,wendi
广西,五通,WTO,wutong
广西,吴圩,WXU,wuxu
广西,梧州,WZH,wuzhou
广西,梧州南,WZN,wuzhounan
广西,兴安北,XAB,xinganbei
广西,兴安,XAN,xingan
广西,小董,XDO,xiaodong
广西,夏石,XSH,xiashi
广西,下塘,XTA,xiatang
广西,兴业,XYE,xingye
广西,永福南,YFN,yongfunan
广西,永福,YFU,yongfu
广西,严关乡,YGX,yanguanxiang
广西,永乐,YLE,yongle
广西,玉林,YLI,yulin
广西,叶茂,YMA,yemao
广西,阳朔,YSH,yangshuo
广西,牙屯堡,YTP,yatunbao
广西,阳圩,YXU,yangxu
广西,宜州,YZH,yizhou
广西,寨隆,ZLO,zhailong
广西,钟山,ZSH,zhongshan
广西,钟山西,ZSX,zhongshanxi
海南,博鳌,BAO,boao
海南,东方,DFA,dongfang
海南,海口东,HKD,haikoudong
海南,海口,HKO,haikou
海南,陵水,LSH,lingshui
海南,美兰,MLA,meilan
海南,琼海,QHA,qionghai
海南,三亚,SYA,sanya
海南,神州,SZH,shenzhou
海南,文昌,WCH,wenchang
海南,万宁,WNI,wanning
海南,亚龙湾,YLW,yalongwan
四川,埃岱,ADA,aidai
四川,安德,ADE,ande
四川,安富镇,AFZ,anfuzhen
四川,安靖,AJI,anjing
四川,安家湾,AJW,anjiawan
四川,阿寨,AZH,azhai
四川,柏村,BCU,baicun
四川,白果,BGU,baiguo
四川,丙谷,BGU,binggu
四川,柏林,BLI,bailin
四川,木镇,BMZ,muzhen
四川,巴山,BSH,bashan
四川,白水,BSH,baishui
四川,白石岩,BSY,baishiyan
四川,步行街,BXJ,buxingjie
四川,巴中,BZH,bazhong
四川,茨坝,CBA,ciba
四川,成都东,CDD,chengdudong
四川,成都南,CDN,chengdunan
四川,成都,CDU,chengdu
四川,长河坝,CHB,zhangheba
四川,长河碥,CHB,zhanghebian
四川,陈家湾,CJW,chenjiawan
四川,长沙埂,CSG,zhangshageng
四川,朝天,CTI,chaotian
四川,德昌,DCH,dechang
四川,都江堰,DJY,dujiangyan
四川,渡口,DKO,dukou
四川,渡市,DSH,dushi
四川,大山铺,DSP,dashanpu
四川,大滩,DTA,datan
四川,代湾,DWA,daiwan
四川,德阳,DYA,deyang
四川,大英东,DYD,dayingdong
四川,大英,DYI,daying
四川,登瀛崖,DYY,dengyingya
四川,达州,DZH,dazhou
四川,峨边,EBI,ebian
四川,峨眉,EME,emei
四川,峨眉山,EMS,emeishan
四川,尔赛河,ESH,ersaihe
四川,峰高铺,FGP,fenggaopu
四川,福溪,FXI,fuxi
四川,广安,GAN,guangan
四川,广安南,GAN,guangannan
四川,关村坝,GCB,guancunba
四川,广汉,GHA,guanghan
四川,广汉北,GHB,guanghanbei
四川,共和,GHE,gonghe
四川,古家沱,GJT,gujiatuo
